fl,tl,TL - FL,w,pit,sx,d,m,y,site,,,,,,,,,,,,,,,,,
265,304,39,269,9.00228E+14,f,17,5,2017,ms,,,,,,,,,,,,,,,,,
236,271,35,215,9.00228E+14,f,17,5,2017,ms,,,,,,,,,,,,,,,,,
249,289,40,243,9.00228E+14,f,17,5,2017,ms,,,,,,,,,,,,,,,,,
220,251,31,167,9.00228E+14,m,17,5,2017,ms,,,,,,,,,,,,,,,,,
244,275,31,204,9.00228E+14,m,17,5,2017,ms,,,,,,,,,,,,,,,,,
210,241,31,109,9.00228E+14,m,17,5,2017,ms,,,,,,,,,,,,,,,,,
223,254,31,152,9.00228E+14,m,17,5,2017,ms,,,,,,,,,,,,,,,,,
235,267,32,203,9.00228E+14,f,17,5,2017,ms,,,,,,,,,,,,,,,,,
244,280,36,206,9.00228E+14,f,17,5,2017,ms,,,,,,,,,,,,,,,,,
234,267,33,190,9.00228E+14,m,17,5,2017,ms,,,,,,,,,,,,,,,,,
195,223,28,105,9.00228E+14,m,17,5,2017,ms,,,,,,,,,,,,,,,,,
274,309,35,319,9.00228E+14,f,17,5,2017,ms,,,,,,,,,,,,,,,,,
256,285,29,232,9.00228E+14,f,17,5,2017,ms,,,,,,,,,,,,,,,,,
218,245,27,159,9.00228E+14,m,17,5,2017,ms,,,,,,,,,,,,,,,,,
233,266,33,205,9.00228E+14,m,17,5,2017,ms,,,,,,,,,,,,,,,,,
226,261,35,179,9.00228E+14,f,31,5,2017,ms,,,,,,,,,,,,,,,,,
256,299,43,278,9.00228E+14,f,31,5,2017,ms,,,,,,,,,,,,,,,,,
219,253,34,158,9.00228E+14,m,31,5,2017,ms,,,,,,,,,,,,,,,,,
236,272,36,200,9.00228E+14,m,31,5,2017,ms,,,,,,,,,,,,,,,,,
258,287,29,236,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,263,27,178,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
250,280,30,233,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
244,274,30,222,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
274,307,33,298,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
265,302,37,281,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
243,274,31,217,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,265,31,196,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,280,29,239,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
258,294,36,257,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
204,231,27,110,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
239,271,32,201,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
223,252,29,134,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
253,284,31,231,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
239,266,27,198,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
246,278,32,214,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
238,268,30,194,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
226,257,31,161,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
226,255,29,163,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
229,262,33,158,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
242,275,33,207,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
261,300,39,250,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,265,37,178,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,284,39,197,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
210,235,25,127,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,259,31,168,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
216,246,30,137,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
233,264,31,187,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
233,265,32,180,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
214,241,27,143,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
227,258,31,153,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
230,264,34,162,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,265,29,177,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,278,33,249,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
238,273,35,203,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
237,274,37,188,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
237,276,39,193,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
232,268,36,200,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
238,268,30,191,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
258,291,33,240,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
226,261,35,244,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
238,276,38,196,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,272,38,195,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
248,276,28,247,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,258,30,164,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
200,234,34,122,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
216,248,32,184,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
224,254,30,163,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
226,260,34,133,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
206,236,30,123,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
218,254,36,134,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,284,33,253,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
218,249,31,141,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,265,31,204,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
157,192,35,254,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
242,273,31,197,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
237,267,30,182,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
209,232,23,125,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
212,238,26,141,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,269,38,146,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
221,254,33,159,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,267,31,200,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
247,283,36,229,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
222,253,31,150,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
225,257,32,142,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,285,34,225,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
213,242,29,129,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
223,257,34,162,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
227,255,28,166,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,267,31,172,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
266,302,36,297,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
250,283,33,219,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
252,287,35,253,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
237,267,30,192,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
206,234,28,134,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
227,260,33,168,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
229,264,35,171,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
226,250,24,159,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
227,261,34,154,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,283,32,236,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
243,276,33,206,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
215,246,31,159,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
227,258,31,181,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
265,299,34,218,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,280,35,211,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
248,280,32,232,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,279,34,233,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,262,28,161,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
238,274,36,190,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
249,282,33,202,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
259,293,34,253,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
212,242,30,123,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
262,295,33,248,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
212,241,29,127,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
225,256,31,157,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
215,242,27,145,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,259,31,205,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
259,290,31,204,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
266,299,33,266,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
241,272,31,195,9.00228E+14,f,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,261,30,174,9.00228E+14,m,11,5,2017,mstgd,,,,,,,,,,,,,,,,,
216,242,26,135,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
204,229,25,126,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
243,278,35,222,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
208,238,30,152,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
247,283,36,219,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
229,257,28,197,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,286,35,252,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
235,264,29,141,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,253,17,252,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
254,282,28,252,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,264,33,219,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
261,293,32,275,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,259,31,178,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
275,304,29,291,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
253,287,34,277,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
229,258,29,161,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
200,228,28,103,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
205,236,31,128,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
238,276,38,201,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
221,251,30,195,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
213,245,32,142,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
227,256,29,165,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
204,233,29,124,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
226,252,26,149,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,283,38,245,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,256,25,190,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
212,239,27,143,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,262,28,172,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
203,234,31,104,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
202,231,29,115,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
219,248,29,134,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
224,255,31,146,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
240,277,37,195,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
224,259,35,182,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
217,248,31,165,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
243,277,34,204,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,265,37,184,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
214,244,30,121,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,271,35,188,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
225,259,34,160,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
246,281,35,201,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,280,35,177,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
230,265,35,164,9.00228E+14,f,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
217,247,30,127,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
210,240,30,117,9.00228E+14,m,14,5,2017,mstgd,,,,,,,,,,,,,,,,,
204,234,30,116,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
222,254,32,143,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
223,255,32,154,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,284,33,266,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
218,248,30,148,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,267,31,197,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,246,18,182,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
225,257,32,178,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
229,263,34,183,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
252,286,34,240,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
240,275,35,207,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
255,286,31,243,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,267,33,274,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
220,251,31,158,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,264,28,185,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
241,275,34,222,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
264,296,32,283,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
224,255,31,152,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
250,280,30,227,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
208,235,27,137,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
235,269,34,238,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
262,287,25,262,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
235,266,31,172,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,256,28,171,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
265,296,31,272,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
255,294,39,298,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
238,269,31,214,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
261,294,33,298,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
262,295,33,266,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
246,274,28,234,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,259,31,186,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
198,225,27,137,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,264,30,201,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
214,228,14,107,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
216,246,30,148,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
243,271,28,215,9.00228E+14,?,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,255,27,144,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
254,292,38,249,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
243,276,33,200,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
214,241,27,115,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
225,260,35,145,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
218,245,27,138,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,261,27,172,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
208,234,26,92,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
249,280,31,234,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
219,250,31,130,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
248,285,37,224,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
220,248,28,147,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
228,265,37,184,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
256,290,34,226,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
252,283,31,230,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
255,285,30,185,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
229,260,31,171,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
229,255,26,158,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,274,29,179,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,276,31,187,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
250,280,30,209,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
240,270,30,191,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
255,285,30,253,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
252,285,33,243,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,262,28,178,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,276,31,226,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
240,275,35,209,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
244,280,36,243,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,276,31,222,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
224,260,36,168,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
235,265,30,201,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
238,269,31,182,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
250,285,35,235,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
232,264,32,183,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
241,275,34,191,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,264,33,191,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
230,261,31,176,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
260,295,35,176,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
214,244,30,149,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
199,230,31,128,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
235,269,34,193,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,269,33,197,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
224,250,26,159,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
253,285,32,246,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
209,234,25,139,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
226,259,33,173,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
237,269,32,224,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
262,297,35,244,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
222,254,32,146,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
215,241,26,133,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
205,231,26,115,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,294,43,229,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
215,242,27,190,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
221,244,23,139,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
246,274,28,224,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,275,30,226,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
205,234,29,127,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,289,38,258,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
225,251,26,167,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
201,238,37,115,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
218,245,27,172,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
241,269,28,204,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
225,256,31,175,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
219,254,35,156,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
219,244,25,151,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
206,236,30,118,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,281,30,236,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,265,34,200,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
225,256,31,182,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
250,285,35,250,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,279,34,240,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
208,234,26,129,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,259,28,176,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,270,25,211,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
232,251,19,164,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
232,269,37,184,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
244,271,27,218,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
211,238,27,138,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
195,224,29,110,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
209,239,30,127,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,264,33,189,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,253,22,173,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
215,239,24,134,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
259,284,25,246,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
254,282,28,237,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
249,279,30,198,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
234,259,25,170,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
236,257,21,183,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
245,278,33,220,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
231,262,31,147,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
251,284,33,216,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
244,268,24,202,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
216,244,28,139,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
241,267,26,207,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
244,274,30,252,9.00228E+14,f,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
218,251,33,190,9.00228E+14,m,16,5,2017,mstgd,,,,,,,,,,,,,,,,,
